,Region,Gender,Marriage,SupportParty,confidence_level,Religon,Nationity,Color,year
2236,North_West,Male,Married,Liberal_Democrat,0,No_religion,British,BLACK,2018
2237,North_West,Female,Married,Conservative,2,No_religion,English,BLACK,2018
2238,West_Midlands,Male,Separated_after_marrying,Labour,2,No_religion,British,BLACK,2018
2239,South_East,Female,Married,Liberal_Democrat,0,Church_of_England,European,BLACK,2018
2240,South_East,Male,Living_as_married,None,2,No_religion,English,BLACK,2018
2242,South_East,Male,Married,Conservative,0,No_religion,British,BLACK,2018
2244,South_East,Female,Separated_after_marrying,Labour,2,No_religion,British,BLACK,2018
2245,North_West,Male,Married,Conservative,2,Other_Christian,British,BLACK,2018
2247,East_of_England,Female,Married,Labour,2,No_religion,British,BLACK,2018
2248,South_West,Female,Living_as_married,Green_Party,0,No_religion,British,BLACK,2018
2249,London,Male,Not_married,None,1,Other_Christian,Other,BLACK,2018
2250,North_West,Male,Not_married,Labour,1,No_religion,English,BLACK,2018
2251,North_West,Male,Married,Liberal_Democrat,2,No_religion,British,BLACK,2018
2254,South_West,Female,Married,Conservative,2,Other_Christian,British,BLACK,2018
2255,Scotland,Male,Married,Conservative,1,Church_of_England,British,BLACK,2018
2256,South_East,Female,Married,Conservative,0,Church_of_England,English,BLACK,2018
2257,London,Male,Married,Labour,0,No_religion,British,BLACK,2018
2258,Scotland,Female,Married,Scottish_National_Party,2,Other_Christian,Scottish,BLACK,2018
2261,West_Midlands,Male,Married,other,2,Roman_Catholic,English,BLACK,2018
2262,South_East,Male,Not_married,None,2,No_religion,English,BLACK,2018
2263,West_Midlands,Male,Married,Labour,0,Roman_Catholic,Other,BLACK,2018
2266,North_West,Male,Married,Conservative,2,Other_Christian,Scottish,BLACK,2018
2268,Yorkshire_and_The_Humber,Male,Separated_after_marrying,Labour,0,Non_Christian,English,BLACK,2018
2269,North_West,Female,Not_married,None,2,Roman_Catholic,British,BLACK,2018
2271,Scotland,Male,Widowed,Scottish_National_Party,2,No_religion,Scottish,BLACK,2018
2272,Wales,Male,Separated_after_marrying,UKIP,0,No_religion,Welsh,BLACK,2018
2273,London,Female,Separated_after_marrying,Conservative,2,Other_Christian,English,BLACK,2018
2274,Wales,Female,Married,Labour,2,No_religion,Welsh,BLACK,2018
2275,South_East,Female,Widowed,Conservative,1,Non_Christian,British,BLACK,2018
2276,South_East,Male,Widowed,Conservative,2,No_religion,British,BLACK,2018
2277,Yorkshire_and_The_Humber,Female,Married,Labour,1,Roman_Catholic,English,BLACK,2018
2278,North_West,Female,Not_married,Labour,2,No_religion,British,BLACK,2018
2279,South_East,Female,Married,Labour,2,Other_Christian,European,BLACK,2018
2280,London,Male,Widowed,None,1,Other_Christian,European,BLACK,2018
2282,South_East,Male,Living_as_married,Labour,2,Other_Christian,British,BLACK,2018
2283,South_East,Male,Married,None,2,No_religion,English,BLACK,2018
2284,East_of_England,Female,Married,Conservative,1,Church_of_England,British,BLACK,2018
2288,Scotland,Male,Married,Scottish_National_Party,0,No_religion,European,ASIAN,2018
2289,Wales,Female,Married,Labour,2,No_religion,Welsh,BLACK,2018
2290,West_Midlands,Female,Married,other,2,Roman_Catholic,British,BLACK,2018
2291,West_Midlands,Male,Separated_after_marrying,UKIP,0,No_religion,English,BLACK,2018
2293,North_West,Female,Not_married,Labour,1,No_religion,European,BLACK,2018
2294,West_Midlands,Male,Married,Conservative,2,Other_Christian,British,BLACK,2018
2295,West_Midlands,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2296,North_West,Female,Married,Labour,1,Non_Christian,British,BLACK,2018
2297,West_Midlands,Female,Married,Labour,2,No_religion,English,BLACK,2018
2298,South_East,Female,Married,Conservative,2,No_religion,British,BLACK,2018
2299,West_Midlands,Female,Married,None,2,No_religion,English,BLACK,2018
2300,South_East,Male,Widowed,other,2,Other_Christian,English,BLACK,2018
2301,Scotland,Male,Married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2018
2302,North_West,Female,Married,other,2,Church_of_England,English,BLACK,2018
2303,East_of_England,Male,Separated_after_marrying,UKIP,1,No_religion,British,BLACK,2018
2304,West_Midlands,Male,Not_married,Conservative,0,No_religion,British,BLACK,2018
2305,Yorkshire_and_The_Humber,Male,Living_as_married,Labour,0,No_religion,British,BLACK,2018
2307,South_East,Female,Widowed,Labour,1,Other_Christian,Other,BLACK,2018
2308,London,Male,Married,Labour,2,No_religion,English,BLACK,2018
2309,London,Male,Married,Liberal_Democrat,0,No_religion,European,BLACK,2018
2313,South_West,Male,Married,Conservative,0,Roman_Catholic,British,BLACK,2018
2315,East_of_England,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2316,Yorkshire_and_The_Humber,Male,Widowed,Conservative,2,Church_of_England,English,BLACK,2018
2317,Yorkshire_and_The_Humber,Female,Married,UKIP,2,No_religion,Scottish,BLACK,2018
2320,Wales,Male,Married,Conservative,1,No_religion,Welsh,BLACK,2018
2321,East_of_England,Female,Married,Liberal_Democrat,2,Other_Christian,British,BLACK,2018
2322,South_West,Female,Widowed,Conservative,2,Roman_Catholic,English,BLACK,2018
2323,South_West,Female,Married,Liberal_Democrat,2,No_religion,British,BLACK,2018
2325,West_Midlands,Female,Living_as_married,None,0,Other_Christian,English,BLACK,2018
2327,West_Midlands,Female,Separated_after_marrying,Conservative,2,Roman_Catholic,English,BLACK,2018
2329,Scotland,Female,Married,Scottish_National_Party,1,No_religion,Scottish,BLACK,2018
2330,South_West,Female,Living_as_married,Conservative,2,No_religion,British,BLACK,2018
2331,East_Midlands,Male,Married,Liberal_Democrat,2,Roman_Catholic,British,BLACK,2018
2334,South_East,Female,Separated_after_marrying,None,0,No_religion,British,BLACK,2018
2335,Yorkshire_and_The_Humber,Male,Married,Conservative,2,Church_of_England,English,BLACK,2018
2336,Yorkshire_and_The_Humber,Female,Married,Conservative,1,No_religion,European,BLACK,2018
2337,Wales,Female,Widowed,Labour,2,Church_of_England,Welsh,BLACK,2018
2338,Yorkshire_and_The_Humber,Male,Not_married,Conservative,2,Other_Christian,English,BLACK,2018
2339,East_Midlands,Male,Widowed,Labour,2,Church_of_England,English,BLACK,2018
2340,Yorkshire_and_The_Humber,Female,Married,Labour,1,Non_Christian,British,BLACK,2018
2341,East_of_England,Female,Married,Labour,1,Non_Christian,British,BLACK,2018
2343,Scotland,Male,Married,Labour,2,No_religion,Scottish,BLACK,2018
2344,Scotland,Female,Widowed,Conservative,1,No_religion,Scottish,BLACK,2018
2345,London,Male,Not_married,Liberal_Democrat,2,No_religion,Welsh,BLACK,2018
2346,West_Midlands,Female,Living_as_married,Labour,2,No_religion,English,BLACK,2018
2348,East_of_England,Male,Married,Liberal_Democrat,0,No_religion,European,BLACK,2018
2350,North_East,Female,Married,Labour,0,Roman_Catholic,English,BLACK,2018
2351,North_West,Female,Living_as_married,Conservative,0,Church_of_England,British,BLACK,2018
2352,West_Midlands,Female,Separated_after_marrying,Liberal_Democrat,1,Other_Christian,European,BLACK,2018
2353,Scotland,Male,Living_as_married,Conservative,1,No_religion,Scottish,BLACK,2018
2354,South_East,Male,Not_married,Labour,2,Other_Christian,British,BLACK,2018
2355,South_East,Male,Not_married,Conservative,2,No_religion,British,BLACK,2018
2356,Wales,Female,Widowed,Conservative,2,Other_Christian,Welsh,BLACK,2018
2357,North_West,Male,Married,None,0,No_religion,British,BLACK,2018
2358,Scotland,Male,Not_married,Labour,0,No_religion,British,BLACK,2018
2359,North_West,Female,Separated_after_marrying,Labour,1,Non_Christian,British,BLACK,2018
2360,East_of_England,Female,Married,Labour,0,Other_Christian,European,BLACK,2018
2361,Scotland,Male,Separated_after_marrying,Scottish_National_Party,2,No_religion,British,BLACK,2018
2362,East_of_England,Male,Not_married,None,2,No_religion,British,BLACK,2018
2363,South_West,Female,Living_as_married,Labour,0,No_religion,English,BLACK,2018
2365,West_Midlands,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2366,South_East,Female,Married,Conservative,0,No_religion,British,BLACK,2018
2367,London,Male,Not_married,Labour,2,Non_Christian,British,BLACK,2018
2368,South_West,Female,Married,Liberal_Democrat,2,No_religion,English,BLACK,2018
2369,South_East,Male,Married,Labour,2,Non_Christian,British,BLACK,2018
2370,East_of_England,Female,Not_married,Green_Party,2,No_religion,English,BLACK,2018
2371,Wales,Female,Married,Liberal_Democrat,2,No_religion,British,BLACK,2018
2372,South_West,Male,Not_married,Labour,1,Roman_Catholic,British,BLACK,2018
2373,Yorkshire_and_The_Humber,Male,Not_married,None,2,No_religion,English,BLACK,2018
2374,East_Midlands,Male,Living_as_married,Conservative,0,Church_of_England,English,BLACK,2018
2376,Wales,Male,Married,Labour,0,Other_Christian,British,BLACK,2018
2378,Yorkshire_and_The_Humber,Female,Not_married,Labour,2,No_religion,British,BLACK,2018
2379,West_Midlands,Male,Married,Labour,2,Roman_Catholic,Other,BLACK,2018
2380,Wales,Male,Married,None,2,Other_Christian,British,BLACK,2018
2381,South_East,Male,Married,Conservative,2,Church_of_England,English,BLACK,2018
2382,Yorkshire_and_The_Humber,Male,Living_as_married,None,0,No_religion,English,BLACK,2018
2384,East_of_England,Female,Widowed,UKIP,2,Non_Christian,Other,BLACK,2018
2386,London,Female,Not_married,Green_Party,0,No_religion,British,BLACK,2018
2388,East_of_England,Female,Separated_after_marrying,None,0,No_religion,English,BLACK,2018
2389,North_East,Male,Married,Green_Party,0,No_religion,English,BLACK,2018
2390,West_Midlands,Female,Married,Labour,0,Church_of_England,English,BLACK,2018
2391,East_Midlands,Female,Married,Liberal_Democrat,2,Roman_Catholic,English,BLACK,2018
2393,Yorkshire_and_The_Humber,Male,Married,Labour,2,Roman_Catholic,British,BLACK,2018
2394,East_Midlands,Female,Married,Conservative,2,No_religion,English,BLACK,2018
2395,South_West,Female,Married,Conservative,1,No_religion,British,BLACK,2018
2396,East_of_England,Female,Widowed,UKIP,0,Non_Christian,English,BLACK,2018
2397,East_Midlands,Female,Married,Conservative,1,Church_of_England,British,BLACK,2018
2398,East_of_England,Male,Married,None,2,No_religion,British,BLACK,2018
2399,South_East,Female,Married,Liberal_Democrat,0,No_religion,Other,BLACK,2018
2400,Yorkshire_and_The_Humber,Male,Widowed,Conservative,2,Church_of_England,English,BLACK,2018
2401,Wales,Female,Separated_after_marrying,None,2,No_religion,British,BLACK,2018
2402,North_West,Female,Separated_after_marrying,Labour,0,Church_of_England,English,BLACK,2018
2405,Yorkshire_and_The_Humber,Female,Not_married,Labour,2,No_religion,British,BLACK,2018
2406,North_West,Male,Married,BNP,0,No_religion,English,BLACK,2018
2409,West_Midlands,Male,Not_married,Conservative,2,Church_of_England,English,BLACK,2018
2410,West_Midlands,Male,Married,None,2,No_religion,British,BLACK,2018
2411,Yorkshire_and_The_Humber,Male,Not_married,None,2,No_religion,English,BLACK,2018
2412,South_East,Female,Widowed,other,1,No_religion,British,BLACK,2018
2415,Yorkshire_and_The_Humber,Male,Married,None,2,No_religion,English,BLACK,2018
2416,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Labour,2,Roman_Catholic,Other,BLACK,2018
2417,South_East,Male,Married,Liberal_Democrat,0,No_religion,European,BLACK,2018
2418,North_West,Male,Not_married,Liberal_Democrat,1,No_religion,English,BLACK,2018
2419,South_East,Male,Not_married,Labour,1,No_religion,Other,BLACK,2018
2421,North_West,Female,Not_married,Labour,1,Other_Christian,Other,BLACK,2018
2422,North_West,Male,Separated_after_marrying,Conservative,2,No_religion,British,BLACK,2018
2423,West_Midlands,Female,Not_married,Labour,0,Other_Christian,British,BLACK,2018
2424,London,Female,Not_married,Labour,0,No_religion,British,BLACK,2018
2425,South_East,Female,Married,Conservative,1,No_religion,English,BLACK,2018
2426,London,Male,Widowed,Conservative,2,Church_of_England,English,BLACK,2018
2428,Yorkshire_and_The_Humber,Male,Not_married,None,2,Other_Christian,British,BLACK,2018
2429,South_East,Female,Not_married,Labour,1,Other_Christian,British,BLACK,2018
2430,East_of_England,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2431,South_West,Female,Married,Conservative,2,No_religion,English,BLACK,2018
2433,North_West,Female,Married,Labour,0,Non_Christian,British,BLACK,2018
2434,London,Male,Married,Conservative,1,No_religion,British,BLACK,2018
2436,South_West,Female,Living_as_married,Labour,2,No_religion,British,BLACK,2018
2437,East_of_England,Female,Widowed,Conservative,1,No_religion,European,BLACK,2018
2438,East_of_England,Female,Married,Conservative,2,Other_Christian,British,BLACK,2018
2439,Wales,Female,Married,Labour,0,No_religion,British,BLACK,2018
2440,Scotland,Female,Married,Labour,0,Other_Christian,Other,BLACK,2018
2441,Wales,Male,Living_as_married,Labour,2,Other_Christian,British,BLACK,2018
2442,South_East,Female,Living_as_married,Conservative,2,No_religion,British,BLACK,2018
2443,West_Midlands,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2444,North_West,Male,Married,Labour,2,Other_Christian,English,BLACK,2018
2445,London,Female,Widowed,Labour,0,No_religion,British,BLACK,2018
2446,East_of_England,Female,Married,None,0,Other_Christian,Other,BLACK,2018
2447,North_West,Female,Married,Labour,2,Non_Christian,Other,BLACK,2018
2448,London,Male,Not_married,None,2,Other_Christian,Other,BLACK,2018
2449,Scotland,Female,Married,Liberal_Democrat,2,Other_Christian,European,BLACK,2018
2450,Yorkshire_and_The_Humber,Female,Living_as_married,None,2,No_religion,English,BLACK,2018
2451,South_East,Male,Not_married,Liberal_Democrat,1,Other_Christian,British,BLACK,2018
2452,East_of_England,Female,Married,Labour,2,Other_Christian,British,BLACK,2018
2453,South_East,Female,Married,Conservative,0,Church_of_England,English,BLACK,2018
2454,South_East,Male,Separated_after_marrying,Conservative,2,No_religion,British,BLACK,2018
2455,East_of_England,Female,Married,Conservative,2,Roman_Catholic,Other,BLACK,2018
2456,North_West,Female,Widowed,Conservative,0,No_religion,English,BLACK,2018
2459,North_West,Male,Separated_after_marrying,Labour,1,Church_of_England,English,BLACK,2018
2460,North_West,Male,Not_married,Labour,2,Other_Christian,British,BLACK,2018
2461,North_West,Male,Married,None,2,No_religion,English,BLACK,2018
2462,East_Midlands,Male,Separated_after_marrying,Conservative,2,No_religion,English,BLACK,2018
2463,East_Midlands,Male,Married,Liberal_Democrat,2,Other_Christian,British,BLACK,2018
2464,South_East,Female,Married,None,0,No_religion,Other,BLACK,2018
2467,East_of_England,Female,Separated_after_marrying,Conservative,0,No_religion,English,BLACK,2018
2468,London,Female,Widowed,Labour,2,No_religion,British,BLACK,2018
2469,South_East,Female,Widowed,Conservative,1,No_religion,English,BLACK,2018
2470,South_West,Male,Married,None,1,No_religion,Welsh,BLACK,2018
2471,North_West,Female,Married,Labour,2,Other_Christian,British,BLACK,2018
2472,Yorkshire_and_The_Humber,Male,Separated_after_marrying,Conservative,2,No_religion,English,BLACK,2018
2476,East_of_England,Male,Not_married,Liberal_Democrat,2,No_religion,English,BLACK,2018
2477,London,Male,Married,Labour,2,No_religion,British,BLACK,2018
2478,West_Midlands,Male,Living_as_married,None,0,No_religion,Other,BLACK,2018
2480,London,Female,Married,Labour,0,Non_Christian,British,BLACK,2018
2484,London,Female,Not_married,None,0,Non_Christian,British,BLACK,2018
2485,South_East,Female,Married,Labour,2,Roman_Catholic,European,BLACK,2018
2486,Wales,Male,Married,Conservative,0,No_religion,Welsh,BLACK,2018
2487,East_of_England,Female,Married,Conservative,1,Other_Christian,British,BLACK,2018
2488,East_of_England,Female,Separated_after_marrying,Labour,2,No_religion,British,BLACK,2018
2489,South_West,Female,Widowed,Conservative,2,Church_of_England,Other,BLACK,2018
2490,Yorkshire_and_The_Humber,Female,Not_married,Labour,1,No_religion,English,BLACK,2018
2491,West_Midlands,Male,Married,Conservative,0,Church_of_England,English,BLACK,2018
2492,North_West,Female,Married,Conservative,0,Roman_Catholic,Scottish,BLACK,2018
2493,North_West,Male,Separated_after_marrying,Labour,1,No_religion,English,BLACK,2018
2494,South_East,Female,Separated_after_marrying,Labour,2,Roman_Catholic,English,BLACK,2018
2495,South_West,Female,Married,Conservative,2,No_religion,English,BLACK,2018
2496,South_East,Female,Married,Conservative,0,No_religion,English,BLACK,2018
2498,South_East,Female,Separated_after_marrying,Conservative,2,Other_Christian,English,BLACK,2018
2499,West_Midlands,Male,Married,None,0,No_religion,English,BLACK,2018
2504,North_West,Female,Not_married,Conservative,0,Other_Christian,English,BLACK,2018
2507,Yorkshire_and_The_Humber,Female,Married,Conservative,2,Roman_Catholic,English,BLACK,2018
2509,East_of_England,Male,Widowed,Conservative,1,Church_of_England,English,BLACK,2018
2510,Yorkshire_and_The_Humber,Male,Not_married,Liberal_Democrat,2,Church_of_England,British,BLACK,2018
2511,Scotland,Male,Married,Scottish_National_Party,2,No_religion,European,BLACK,2018
2512,Scotland,Female,Married,Labour,2,No_religion,Scottish,BLACK,2018
2513,East_Midlands,Male,Married,None,2,No_religion,British,BLACK,2018
2514,South_West,Male,Married,Conservative,0,Church_of_England,Other,BLACK,2018
2515,East_Midlands,Female,Married,Conservative,2,No_religion,English,BLACK,2018
2516,North_West,Female,Widowed,Conservative,2,Other_Christian,English,BLACK,2018
2517,London,Male,Living_as_married,Conservative,1,Other_Christian,English,BLACK,2018
2520,London,Female,Married,None,1,Other_Christian,British,BLACK,2018
2521,Scotland,Female,Living_as_married,Labour,1,Roman_Catholic,Scottish,BLACK,2018
2522,North_West,Female,Not_married,Labour,2,No_religion,British,BLACK,2018
2524,London,Male,Married,Labour,2,No_religion,British,BLACK,2018
2525,Yorkshire_and_The_Humber,Female,Married,Conservative,2,Other_Christian,British,BLACK,2018
2526,South_West,Male,Living_as_married,Conservative,0,No_religion,English,BLACK,2018
2529,Scotland,Female,Not_married,Labour,0,Roman_Catholic,Scottish,BLACK,2018
2531,North_West,Male,Married,Labour,2,No_religion,English,BLACK,2018
2532,East_of_England,Male,Married,Liberal_Democrat,2,Church_of_England,English,BLACK,2018
2533,Scotland,Male,Married,Scottish_National_Party,2,Other_Christian,Scottish,BLACK,2018
2535,South_East,Female,Widowed,Conservative,0,Other_Christian,British,BLACK,2018
2536,London,Female,Not_married,Labour,0,No_religion,European,ASIAN,2018
2537,East_Midlands,Female,Living_as_married,Conservative,1,Other_Christian,British,BLACK,2018
2538,Scotland,Female,Widowed,Scottish_National_Party,2,Other_Christian,Scottish,BLACK,2018
2539,South_East,Male,Widowed,Conservative,2,Other_Christian,English,BLACK,2018
2540,East_of_England,Female,Not_married,Green_Party,0,No_religion,British,BLACK,2018
2541,North_East,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2542,South_East,Female,Living_as_married,other,1,No_religion,Other,BLACK,2018
2543,East_of_England,Female,Widowed,Labour,2,Church_of_England,British,BLACK,2018
2544,North_West,Female,Not_married,None,0,Church_of_England,English,BLACK,2018
2547,South_West,Female,Not_married,Labour,0,No_religion,European,BLACK,2018
2548,North_West,Male,Married,None,0,No_religion,British,BLACK,2018
2549,West_Midlands,Male,Married,Labour,2,No_religion,British,BLACK,2018
2551,North_West,Male,Separated_after_marrying,Labour,2,Other_Christian,British,BLACK,2018
2552,London,Female,Not_married,Labour,2,Non_Christian,British,BLACK,2018
2554,North_West,Female,Married,Conservative,2,No_religion,English,BLACK,2018
2555,North_West,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2556,Yorkshire_and_The_Humber,Female,Married,Conservative,1,No_religion,English,BLACK,2018
2558,East_Midlands,Female,Married,Labour,2,No_religion,British,BLACK,2018
2559,South_East,Male,Living_as_married,Conservative,2,Church_of_England,British,BLACK,2018
2560,North_East,Female,Living_as_married,Labour,1,No_religion,English,BLACK,2018
2561,Scotland,Female,Married,Conservative,2,No_religion,Other,ASIAN,2018
2563,East_Midlands,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2564,East_of_England,Female,Widowed,None,0,No_religion,English,BLACK,2018
2565,East_Midlands,Male,Married,Conservative,2,Roman_Catholic,Other,BLACK,2018
2567,North_West,Male,Separated_after_marrying,None,0,Church_of_England,English,BLACK,2018
2569,London,Female,Separated_after_marrying,Labour,0,Other_Christian,British,BLACK,2018
2571,Yorkshire_and_The_Humber,Female,Separated_after_marrying,None,0,No_religion,British,BLACK,2018
2573,London,Male,Married,Labour,2,Other_Christian,British,BLACK,2018
2574,West_Midlands,Female,Married,Labour,0,No_religion,British,BLACK,2018
2575,South_West,Female,Married,Labour,2,Church_of_England,English,BLACK,2018
2576,South_East,Female,Not_married,Conservative,2,Non_Christian,Other,BLACK,2018
2577,London,Male,Married,Labour,2,Non_Christian,Other,BLACK,2018
2578,North_West,Female,Separated_after_marrying,Conservative,2,Church_of_England,English,BLACK,2018
2580,West_Midlands,Male,Married,None,2,Roman_Catholic,Other,BLACK,2018
2583,South_West,Male,Married,Conservative,2,Church_of_England,English,BLACK,2018
2585,East_Midlands,Female,Not_married,None,0,Roman_Catholic,English,BLACK,2018
2586,Yorkshire_and_The_Humber,Female,Not_married,Labour,2,No_religion,English,BLACK,2018
2587,North_East,Male,Married,Conservative,0,No_religion,British,BLACK,2018
2588,South_West,Female,Separated_after_marrying,Liberal_Democrat,2,Church_of_England,British,BLACK,2018
2590,South_East,Female,Separated_after_marrying,Conservative,2,Other_Christian,English,BLACK,2018
2591,South_West,Male,Married,Conservative,0,No_religion,English,BLACK,2018
2592,South_West,Female,Married,None,1,No_religion,British,BLACK,2018
2593,North_West,Male,Married,Conservative,2,No_religion,British,BLACK,2018
2594,North_West,Female,Married,Labour,2,Church_of_England,British,BLACK,2018
2595,North_West,Female,Separated_after_marrying,Conservative,0,Other_Christian,Other,BLACK,2018
2596,West_Midlands,Male,Separated_after_marrying,Labour,0,Non_Christian,British,BLACK,2018
2598,North_West,Female,Not_married,Conservative,2,Other_Christian,English,BLACK,2018
2600,East_Midlands,Male,Not_married,Labour,2,No_religion,English,BLACK,2018
2602,London,Male,Married,Labour,2,Non_Christian,British,BLACK,2018
2605,North_West,Female,Widowed,Conservative,2,Church_of_England,British,BLACK,2018
2606,North_West,Male,Married,Labour,1,No_religion,Other,BLACK,2018
2607,Yorkshire_and_The_Humber,Female,Widowed,Conservative,0,Roman_Catholic,British,BLACK,2018
2609,West_Midlands,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2610,South_West,Male,Separated_after_marrying,Green_Party,2,No_religion,English,BLACK,2018
2611,West_Midlands,Male,Married,Conservative,2,No_religion,British,BLACK,2018
2614,East_Midlands,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2615,East_Midlands,Male,Separated_after_marrying,Labour,0,Church_of_England,English,BLACK,2018
2617,Wales,Female,Married,Labour,2,No_religion,British,BLACK,2018
2618,North_East,Female,Married,Liberal_Democrat,2,Other_Christian,British,BLACK,2018
2619,South_East,Female,Not_married,None,1,No_religion,English,BLACK,2018
2620,London,Male,Not_married,Labour,0,No_religion,British,BLACK,2018
2622,London,Male,Married,Liberal_Democrat,2,Other_Christian,English,BLACK,2018
2623,North_East,Male,Living_as_married,Labour,2,No_religion,English,BLACK,2018
2624,East_Midlands,Male,Married,Conservative,1,No_religion,Welsh,BLACK,2018
2625,North_West,Male,Not_married,None,2,No_religion,English,BLACK,2018
2626,North_West,Female,Separated_after_marrying,Labour,0,No_religion,English,BLACK,2018
2628,East_of_England,Female,Living_as_married,Labour,1,Other_Christian,Scottish,BLACK,2018
2629,Scotland,Male,Married,Labour,0,No_religion,Scottish,BLACK,2018
2630,Scotland,Male,Widowed,Conservative,2,No_religion,Scottish,BLACK,2018
2632,North_West,Female,Married,Labour,2,Other_Christian,Other,BLACK,2018
2633,North_East,Female,Married,Green_Party,2,Non_Christian,English,BLACK,2018
2635,Yorkshire_and_The_Humber,Female,Not_married,None,2,No_religion,British,BLACK,2018
2638,London,Female,Married,None,2,Other_Christian,Other,BLACK,2018
2641,Scotland,Female,Married,Conservative,0,Other_Christian,Scottish,BLACK,2018
2642,Scotland,Male,Married,Labour,2,Roman_Catholic,Other,BLACK,2018
2643,Wales,Male,Separated_after_marrying,Conservative,0,Other_Christian,Welsh,BLACK,2018
2645,Yorkshire_and_The_Humber,Female,Married,Labour,2,Church_of_England,European,BLACK,2018
2646,Yorkshire_and_The_Humber,Male,Married,Labour,0,No_religion,English,BLACK,2018
2648,East_of_England,Male,Married,None,1,Other_Christian,European,BLACK,2018
2650,North_East,Male,Living_as_married,Conservative,2,Other_Christian,English,BLACK,2018
2651,North_West,Male,Married,Labour,0,No_religion,English,BLACK,2018
2653,South_West,Female,Widowed,Conservative,0,Church_of_England,British,BLACK,2018
2654,Scotland,Female,Married,None,2,No_religion,British,BLACK,2018
2655,London,Female,Married,Labour,0,No_religion,English,BLACK,2018
2656,Wales,Female,Married,Labour,1,Other_Christian,Welsh,BLACK,2018
2658,Yorkshire_and_The_Humber,Male,Living_as_married,None,0,No_religion,English,BLACK,2018
2659,North_West,Female,Married,Conservative,2,Other_Christian,English,BLACK,2018
2664,South_East,Male,Not_married,Labour,2,No_religion,English,BLACK,2018
2666,South_West,Male,Married,Labour,2,No_religion,British,BLACK,2018
2668,East_Midlands,Female,Widowed,Conservative,2,Church_of_England,British,BLACK,2018
2669,South_East,Female,Widowed,Conservative,2,Church_of_England,Welsh,BLACK,2018
2670,East_of_England,Female,Married,Conservative,2,No_religion,British,BLACK,2018
2671,South_West,Male,Not_married,Conservative,2,Other_Christian,British,BLACK,2018
2673,East_of_England,Male,Married,UKIP,0,Roman_Catholic,English,BLACK,2018
2674,East_of_England,Female,Living_as_married,UKIP,2,No_religion,English,BLACK,2018
2675,Scotland,Male,Married,None,0,Roman_Catholic,Scottish,BLACK,2018
2678,East_of_England,Male,Separated_after_marrying,other,2,No_religion,English,BLACK,2018
2679,Scotland,Female,Married,Conservative,2,No_religion,Scottish,BLACK,2018
2680,North_West,Female,Married,Labour,2,Roman_Catholic,English,BLACK,2018
2682,Yorkshire_and_The_Humber,Female,Not_married,other,2,No_religion,Other,BLACK,2018
2683,East_of_England,Male,Living_as_married,Conservative,0,Church_of_England,English,BLACK,2018
2684,London,Female,Widowed,Labour,1,Church_of_England,English,BLACK,2018
2685,East_of_England,Female,Separated_after_marrying,Labour,2,No_religion,British,BLACK,2018
2686,West_Midlands,Male,Not_married,Labour,2,No_religion,English,BLACK,2018
2687,Wales,Female,Widowed,Conservative,1,Church_of_England,English,BLACK,2018
2688,South_East,Female,Married,Conservative,2,Non_Christian,Other,BLACK,2018
2689,Yorkshire_and_The_Humber,Female,Married,Labour,2,Non_Christian,British,BLACK,2018
2690,East_of_England,Male,Separated_after_marrying,Conservative,2,No_religion,English,BLACK,2018
2692,South_West,Male,Separated_after_marrying,Conservative,0,No_religion,English,BLACK,2018
2693,East_of_England,Male,Living_as_married,Liberal_Democrat,2,No_religion,English,BLACK,2018
2694,Yorkshire_and_The_Humber,Female,Married,None,2,No_religion,Other,BLACK,2018
2697,Yorkshire_and_The_Humber,Female,Married,Labour,0,Other_Christian,British,BLACK,2018
2698,South_East,Male,Married,Labour,0,Church_of_England,British,BLACK,2018
2702,West_Midlands,Male,Married,Liberal_Democrat,0,Non_Christian,British,BLACK,2018
2703,London,Male,Not_married,Labour,1,No_religion,English,BLACK,2018
2704,Scotland,Male,Married,None,1,No_religion,Scottish,BLACK,2018
2706,East_Midlands,Male,Married,Labour,2,Church_of_England,English,BLACK,2018
2707,Yorkshire_and_The_Humber,Female,Married,Conservative,2,No_religion,English,BLACK,2018
2709,South_East,Male,Not_married,Conservative,2,No_religion,English,BLACK,2018
2710,North_West,Male,Living_as_married,Conservative,2,Church_of_England,English,BLACK,2018
2713,South_East,Male,Married,other,2,No_religion,European,BLACK,2018
2716,North_West,Female,Separated_after_marrying,Labour,2,Church_of_England,British,BLACK,2018
2717,South_West,Female,Not_married,Conservative,1,Church_of_England,British,BLACK,2018
2719,South_West,Female,Separated_after_marrying,other,2,Other_Christian,Other,BLACK,2018
